ExScore,Attd,HrsStd,PrevSco,ParInv,Acc2Rs,TutSes,FamInc,ParEdLev,MotLev,PerInf
69,92,23,72,2,3,0,1,2,2,2
68,74,20,59,2,2,5,3,1,1,3
62,67,12,76,3,3,1,1,1,3,1
60,60,14,89,2,1,2,2,1,1,2
67,78,18,71,3,2,3,2,1,1,2
67,74,16,68,3,3,2,2,2,1,2
67,82,19,57,2,3,1,2,1,2,2
63,68,20,80,2,2,0,1,1,1,2
71,94,23,91,2,1,1,2,1,3,2
66,70,20,78,2,2,0,2,2,3,3
65,69,23,58,2,2,0,2,3,3,2
69,79,20,83,3,2,2,2,1,3,3
63,80,8,52,3,1,2,2,1,3,3
64,69,14,92,2,2,3,1,3,3,1
67,71,19,96,3,3,2,1,2,3,2
62,67,13,80,2,2,1,1,1,3,1
68,89,24,94,2,1,2,2,1,1,2
66,78,27,61,3,2,1,1,1,2,1
69,89,19,66,2,3,1,1,3,1,3
71,89,29,89,2,1,1,2,1,1,2
66,66,21,74,2,2,2,2,1,2,2
72,99,18,67,2,2,5,1,3,2,3
70,93,16,58,2,2,1,3,2,2,3
65,68,18,91,1,2,1,1,3,3,2
64,67,18,51,3,2,0,2,2,2,3
63,65,21,67,2,2,1,1,2,2,3
63,66,21,62,2,2,3,2,1,1,3
66,90,20,56,1,2,3,2,1,2,3
68,79,23,59,3,3,1,1,2,1,1
74,91,27,75,2,3,1,3,2,1,2
71,90,26,71,3,3,0,3,2,1,1
67,84,11,76,3,2,3,1,1,3,1
66,87,5,86,3,1,2,2,3,2,3
67,61,26,95,3,2,0,2,2,2,1
62,72,12,56,1,3,3,1,1,3,3
68,86,19,54,2,1,1,3,3,1,3
62,60,13,66,2,2,2,1,3,2,3
82,61,9,77,3,2,1,3,1,1,2
70,94,23,55,3,2,2,2,1,3,3
72,87,25,86,3,2,4,2,2,2,1
64,71,17,78,1,3,0,2,2,1,3
66,88,4,87,2,3,1,2,2,1,2
68,92,17,68,2,2,0,2,2,3,3
64,72,22,70,1,2,1,3,3,1,2
61,61,11,90,1,2,0,2,1,3,2
69,97,21,63,2,2,0,2,1,2,3
68,74,20,69,3,3,2,3,2,1,2
64,64,23,51,2,2,1,2,2,2,3
67,80,21,78,2,3,1,1,1,2,1
67,91,14,93,2,2,0,2,1,2,2
65,69,27,51,2,2,1,3,1,2,1
68,71,19,81,3,2,2,2,1,2,3
67,70,20,92,2,3,2,2,1,2,3
64,68,17,66,2,3,1,3,1,2,1
70,83,15,100,3,3,0,2,2,2,3
69,97,19,53,2,3,2,1,2,2,2
66,66,30,61,2,3,0,3,1,1,3
69,99,12,94,1,2,2,2,3,2,2
66,98,10,65,1,2,1,1,1,2,3
73,95,29,91,3,2,1,1,1,1,2
66,69,19,67,2,2,4,3,3,2,3
69,85,16,91,2,3,0,2,3,3,2
70,90,26,84,2,1,1,2,1,1,3
71,99,16,73,3,2,1,2,2,3,3
70,67,31,76,1,3,2,2,2,2,3
69,91,24,59,3,1,0,1,1,2,2
63,74,17,56,2,2,1,2,1,2,1
71,67,33,86,3,2,4,2,1,2,3
67,77,16,92,3,3,2,2,2,1,1
73,92,24,86,2,2,3,2,1,3,2
68,79,22,96,1,3,1,3,2,2,2
69,82,28,95,1,2,0,3,1,2,2
76,100,29,89,3,3,2,2,1,2,2
68,76,20,95,1,2,4,1,1,2,3
65,85,15,58,2,2,1,1,2,3,1
66,75,23,87,2,2,0,3,1,1,3
65,76,16,88,2,1,0,1,3,3,3
69,88,32,58,1,2,3,1,1,1,1
66,82,18,50,3,1,1,3,1,2,3
69,91,21,72,2,3,3,1,1,2,1
59,64,12,51,2,2,2,1,2,1,2
65,68,14,76,2,3,2,3,1,2,3
72,80,27,71,3,3,4,1,2,3,2
64,70,14,88,2,2,0,3,2,1,3
69,81,23,88,2,2,1,1,3,1,3
70,61,27,86,3,3,3,2,1,2,3
67,71,24,55,2,3,2,3,2,1,3
67,81,26,71,2,2,0,2,1,1,3
64,83,15,91,2,1,0,1,2,2,2
68,97,11,83,2,2,4,2,1,1,1
72,86,29,84,2,3,1,1,1,1,3
65,77,18,61,2,3,1,1,1,2,2
70,97,18,66,2,3,2,2,2,1,2
75,91,28,98,3,2,2,1,3,1,3
65,68,23,92,1,1,3,1,1,2,2
63,65,23,58,2,3,1,1,2,1,2
71,87,33,77,2,3,0,1,1,1,3
66,82,16,75,2,1,2,2,2,2,3
69,92,26,72,2,1,1,1,1,2,2
68,90,20,74,3,2,0,3,3,1,3
71,85,22,82,2,3,1,2,3,2,3
77,99,29,98,3,2,5,1,3,3,2
70,81,23,94,3,1,1,2,2,3,2
66,65,23,94,2,2,1,3,2,2,1
73,93,26,85,3,2,1,3,2,1,3
62,70,18,51,2,2,1,1,2,2,1
65,91,15,72,2,2,0,2,1,1,2
71,98,14,76,3,3,0,1,3,2,2
66,88,8,92,2,2,1,1,2,3,1
72,84,32,96,1,2,1,1,1,2,3
64,78,13,73,2,2,0,2,1,2,1
63,75,19,65,2,2,0,1,1,1,2
63,74,18,67,1,2,0,1,1,1,3
72,85,22,79,3,2,5,2,1,3,2
71,90,25,64,2,2,2,2,1,2,3
72,87,25,96,3,3,3,2,1,1,3
65,68,17,71,2,3,1,2,1,2,2
67,80,19,100,2,2,0,2,1,2,2
68,92,22,55,1,3,1,1,1,1,3
66,79,19,59,2,3,2,1,3,2,2
72,81,30,76,2,3,0,3,3,2,3
71,91,23,93,3,2,3,1,1,2,2
70,86,24,68,2,3,3,1,2,1,3
68,76,24,92,2,2,1,2,3,2,2
72,96,27,71,2,3,0,1,2,1,3
66,67,21,93,1,2,1,1,2,3,2
69,100,12,64,2,2,1,2,1,2,3
65,65,22,74,1,2,2,2,2,3,3
62,61,16,64,3,3,1,1,1,2,3
69,96,17,61,3,3,1,1,2,1,3
65,70,24,71,2,2,1,2,1,2,1
69,89,27,67,2,1,2,1,2,2,2
69,92,20,89,1,3,1,1,1,2,2
75,100,30,68,3,2,2,2,3,1,2
70,72,21,100,3,3,3,1,2,2,3
74,88,36,99,2,3,0,1,2,3,1
65,65,23,96,2,2,0,1,1,2,3
63,76,9,79,2,2,1,2,2,2,1
74,94,25,71,3,3,4,2,2,1,1
67,75,22,66,3,3,0,1,3,1,2
71,84,28,51,2,2,3,2,3,2,3
68,80,24,82,3,1,1,1,2,2,2
69,86,19,78,3,2,2,2,2,2,1
71,99,13,81,2,3,0,2,3,2,3
66,62,19,79,3,2,7,2,1,1,2
65,83,15,57,2,2,0,2,3,1,3
66,95,17,85,2,1,1,1,2,1,1
65,79,24,68,1,1,2,1,1,3,1
67,63,30,76,2,2,1,2,3,2,2
70,82,22,68,3,2,2,1,3,3,2
63,73,13,51,2,2,1,1,3,2,3
64,66,23,94,1,1,1,2,3,1,2
71,94,27,57,2,2,1,2,1,2,2
68,81,16,79,2,3,2,1,2,2,3
72,97,19,94,2,1,2,3,3,2,2
71,92,20,61,2,3,2,3,2,2,2
64,88,15,71,1,1,1,1,3,2,3
64,60,24,69,3,1,1,2,1,2,2
66,77,19,54,3,2,3,3,2,1,1
68,96,15,74,3,2,2,1,1,2,3
65,67,17,51,3,2,3,1,1,2,3
67,71,24,74,2,2,1,2,1,2,3
64,81,18,55,2,1,3,1,1,1,1
70,71,30,95,3,2,1,2,2,3,2
65,68,18,83,2,3,1,1,2,1,3
65,84,21,53,2,1,2,2,1,1,1
68,64,26,91,3,2,1,2,1,3,3
61,62,11,68,2,3,2,3,1,2,1
65,89,11,63,2,2,0,2,2,2,2
69,82,28,80,2,2,1,1,1,2,2
64,77,17,54,2,2,1,1,2,1,3
69,83,35,53,2,1,1,1,1,2,2
67,75,17,81,3,2,3,3,3,1,2
74,97,21,99,2,3,1,2,3,3,2
66,62,29,74,3,2,1,1,2,2,1
72,87,32,71,2,3,0,3,2,2,2
73,96,32,97,2,1,1,1,2,1,2
73,92,27,62,3,2,0,2,2,3,3
63,67,26,62,1,2,0,2,1,3,1
69,72,24,95,3,2,3,1,3,2,1
71,89,25,82,1,1,2,1,3,3,2
63,63,17,53,3,2,1,1,2,3,2
69,92,15,84,2,3,0,3,1,2,3
72,89,20,91,3,3,3,2,2,1,2
68,89,19,64,3,1,2,1,3,2,3
62,64,17,69,1,3,1,2,1,2,1
68,89,24,60,1,3,1,1,1,2,2
71,87,26,82,2,2,1,1,3,3,1
67,93,21,83,2,1,1,3,1,1,2
65,62,29,53,1,3,0,1,2,3,3
60,61,13,84,1,2,1,2,3,3,2
68,75,19,83,2,3,2,3,1,3,2
59,66,16,52,1,2,1,2,1,2,1
71,97,20,81,3,2,2,1,1,3,2
70,94,29,95,1,2,2,1,2,2,2
62,60,24,66,1,1,1,2,2,2,2
62,67,14,53,2,2,2,3,2,2,2
68,61,31,84,3,2,2,2,1,2,2
68,73,27,80,2,2,3,2,1,1,1
74,96,23,99,2,2,3,1,1,3,3
61,64,19,62,1,2,0,3,2,2,3
67,84,14,70,2,2,1,1,2,2,2
65,78,18,73,2,1,1,3,1,2,3
65,65,31,71,2,1,1,1,1,2,2
67,68,29,89,2,2,0,2,2,2,2
61,61,17,58,2,3,2,1,1,1,3
64,77,13,70,2,2,3,2,1,2,2
64,71,21,58,3,1,1,2,2,3,3
67,95,9,97,2,2,1,1,2,2,2
69,84,22,59,2,2,0,3,2,2,3
69,85,19,71,3,2,1,2,3,1,3
67,81,17,54,3,2,4,1,1,2,3
62,64,10,96,2,3,1,2,1,2,2
66,78,23,81,1,3,0,1,1,2,2
72,100,17,98,3,2,0,2,2,1,3
67,93,13,52,2,2,2,2,2,1,3
66,96,3,59,3,3,2,1,2,2,1
67,93,20,69,1,1,2,1,1,2,2
67,64,31,81,3,1,1,2,1,1,3
68,69,30,66,2,2,0,2,3,2,3
63,60,17,86,3,2,0,1,1,2,3
62,72,16,58,2,3,1,2,1,1,1
65,64,23,80,3,2,3,2,2,1,1
65,79,14,70,2,2,1,1,2,2,3
70,87,22,75,2,3,0,2,2,2,3
73,95,25,78,1,2,7,1,1,2,3
73,90,27,53,3,2,1,2,3,2,3
68,98,19,96,2,1,2,1,1,2,1
63,62,19,89,2,1,3,2,1,3,3
62,60,15,72,2,1,2,3,1,3,3
69,86,15,77,3,2,0,2,3,2,3
66,72,19,52,2,3,2,2,3,2,2
68,70,22,75,2,3,0,2,3,3,3
67,73,25,71,3,2,0,1,2,1,3
65,71,15,69,3,3,2,1,2,1,1
70,80,29,91,1,2,1,3,2,3,3
64,78,18,59,1,2,0,3,1,3,3
65,80,20,59,1,1,2,2,1,3,2
67,87,16,76,2,2,1,1,3,3,2
62,75,5,84,2,1,0,3,3,2,2
66,70,25,51,2,2,3,1,1,3,3
68,67,24,77,3,3,0,3,2,1,3
64,74,18,65,2,1,0,2,2,3,3
69,90,20,88,3,1,3,1,1,2,1
69,90,23,73,2,2,1,3,1,1,3
67,87,11,92,2,2,1,2,1,2,3
61,69,17,70,2,2,0,1,2,1,2
70,84,25,91,3,2,1,2,3,1,3
65,83,12,86,1,2,1,3,2,1,1
66,79,22,91,2,2,0,1,2,1,3
66,82,12,91,1,2,3,1,3,2,1
69,80,23,74,2,3,4,2,1,2,1
67,83,20,68,2,2,1,2,1,3,3
71,89,10,88,3,3,2,3,3,2,3
68,64,27,68,3,3,1,1,1,3,2
67,90,16,54,2,2,2,2,1,3,3
63,65,15,93,3,2,2,1,1,1,2
64,63,21,70,2,2,1,3,2,1,3
73,99,27,57,3,2,3,1,2,2,2
69,98,14,82,2,2,1,1,1,3,3
65,62,20,94,3,1,1,2,1,3,3
70,78,23,93,3,1,0,2,3,2,3
67,67,24,78,3,2,1,1,1,1,3
67,79,21,54,2,1,3,1,3,3,3
70,93,18,85,2,3,0,1,1,2,3
69,98,15,80,3,1,2,3,3,1,1
68,85,21,61,3,2,2,2,1,3,2
66,74,14,95,2,3,1,1,2,3,3
67,72,23,69,2,2,2,3,1,1,3
71,96,25,55,2,1,2,2,1,3,2
68,95,6,96,3,2,4,1,1,2,2
66,82,14,52,3,2,3,1,1,3,1
64,73,24,71,1,2,0,1,1,3,2
71,72,32,93,3,2,1,1,3,1,2
61,61,20,63,1,1,1,2,2,2,3
67,93,16,55,2,3,2,1,2,2,2
65,78,19,56,2,1,3,3,2,1,2
66,73,28,70,3,2,0,1,2,1,1
68,79,16,71,3,3,2,1,1,2,2
66,93,15,86,2,2,0,1,2,2,2
63,65,17,62,2,2,2,2,1,2,3
66,94,14,85,1,1,1,3,1,1,2
73,96,21,100,2,3,1,3,2,2,3
88,98,30,93,2,1,1,1,1,2,3
67,76,22,82,2,2,0,2,1,3,2
69,69,18,97,3,3,2,2,2,2,3
67,75,18,100,2,1,2,1,1,3,3
64,73,11,79,2,3,1,1,1,2,2
64,67,25,64,2,3,0,1,1,2,2
65,84,20,96,1,2,1,1,1,1,1
68,79,19,92,2,2,1,2,1,3,3
77,95,39,54,2,3,2,2,1,3,3
63,61,22,97,2,2,0,1,1,3,1
69,86,15,68,3,3,0,3,2,2,2
69,91,17,66,2,2,3,2,2,2,3
70,90,27,67,2,1,2,2,3,2,1
73,95,21,66,3,2,1,2,2,3,3
66,89,11,76,2,1,1,2,3,2,2
71,97,26,79,2,1,2,1,1,3,3
66,73,16,71,2,1,2,3,2,2,3
71,80,31,71,2,2,2,1,1,3,2
66,61,26,87,2,1,3,3,1,2,3
63,60,17,50,2,3,0,1,1,3,3
70,70,28,97,3,3,5,1,1,2,1
66,64,20,86,3,2,1,2,3,2,2
66,70,25,85,2,2,1,2,1,2,1
66,67,23,71,2,2,2,2,2,3,2
62,61,15,98,2,2,1,2,1,2,2
69,96,16,50,2,2,1,2,2,3,3
63,60,26,54,1,3,1,1,3,1,3
68,89,18,90,2,1,1,3,3,1,3
64,66,18,87,2,3,1,2,1,2,3
69,96,14,64,1,3,2,1,3,3,2
71,96,23,80,1,2,3,1,1,1,3
71,86,32,77,2,2,2,2,1,2,1
66,87,14,76,2,2,1,1,2,2,3
63,60,20,80,2,2,2,3,2,1,3
72,99,28,100,1,2,0,2,1,1,3
70,95,20,99,2,2,1,1,2,1,2
71,96,23,99,2,1,0,3,2,2,2
65,86,14,77,1,1,3,3,1,2,2
65,74,23,66,2,1,0,3,3,1,1
67,96,19,78,1,2,1,1,1,3,3
68,72,26,81,3,2,0,2,1,3,2
70,83,27,66,2,2,3,2,2,2,3
70,64,36,82,2,2,2,2,1,2,3
72,97,23,81,1,3,2,2,1,1,2
65,66,22,95,2,3,1,1,2,2,2
65,69,21,62,2,2,2,1,1,3,3
71,82,18,85,3,2,3,2,3,3,2
74,91,22,73,3,3,3,3,3,1,3
64,85,18,56,1,2,0,1,1,1,3
64,69,21,66,2,2,1,2,1,3,2
65,60,28,53,2,3,3,1,1,1,2
67,90,14,66,1,2,1,2,2,2,2
73,99,27,53,3,2,2,1,2,1,2
72,92,28,96,1,3,1,2,2,3,2
65,78,19,55,2,2,0,2,2,1,3
67,96,7,91,2,3,0,1,2,2,2
70,81,28,73,3,2,0,2,3,1,1
66,79,20,53,3,2,2,2,1,2,2
66,78,14,80,3,3,1,2,1,1,2
68,91,17,62,2,1,3,3,3,1,1
68,81,25,59,1,2,3,1,2,1,3
67,73,23,78,3,3,0,3,1,1,2
65,70,19,68,3,2,1,1,2,3,3
64,62,18,87,2,1,4,1,2,2,3
70,83,18,80,3,2,1,3,2,3,3
63,69,14,91,1,2,0,3,2,2,3
65,66,30,53,2,3,2,1,1,1,3
67,86,18,62,1,2,4,2,3,2,1
71,87,27,78,2,2,3,1,1,1,1
73,90,29,94,3,2,1,1,1,2,2
67,80,26,91,2,2,1,1,1,1,2
72,96,17,84,3,2,2,1,2,2,3
71,97,22,79,2,2,2,2,1,3,3
72,92,20,82,2,3,0,2,3,3,2
68,85,15,61,3,3,1,2,1,2,1
65,72,22,80,1,1,2,1,2,2,2
68,99,13,75,3,2,1,2,2,1,3
67,71,27,69,2,1,1,3,2,2,3
66,68,17,94,2,2,1,3,2,3,2
64,78,21,91,2,1,0,2,1,2,2
65,62,22,54,3,2,3,1,3,2,2
69,99,18,99,2,2,0,1,1,2,2
68,84,24,61,2,2,2,2,1,2,3
69,82,17,61,3,3,3,2,3,2,2
70,86,25,97,2,2,1,3,1,1,2
65,80,12,72,3,2,1,3,1,2,3
63,61,21,90,2,2,2,2,1,1,2
71,84,32,64,1,2,1,1,2,2,3
68,89,14,94,2,3,0,1,3,1,2
70,77,16,92,2,2,5,1,3,3,3
72,90,23,76,2,3,2,2,1,3,3
64,69,21,85,2,2,3,1,2,2,2
64,69,22,98,1,2,0,1,3,1,3
66,66,23,73,2,1,2,3,2,3,3
69,75,24,75,2,3,0,2,2,3,3
71,94,27,86,2,1,2,2,1,2,2
69,93,22,69,2,3,0,3,1,3,1
67,75,19,98,3,2,1,1,3,1,2
66,84,24,52,1,2,0,1,1,2,2
71,89,31,70,2,2,2,1,1,2,3
63,70,19,86,2,1,2,3,1,1,2
62,67,14,71,2,1,0,3,2,2,2
73,99,27,63,2,3,0,2,1,2,2
66,85,19,71,3,2,1,2,1,1,1
72,99,7,94,3,2,3,3,3,2,3
67,74,25,77,3,1,1,1,3,1,2
65,88,17,67,1,1,0,2,3,2,2
66,69,19,84,2,2,2,2,1,2,2
68,70,22,81,3,2,3,2,3,1,2
69,80,21,78,2,3,1,2,1,2,2
68,73,24,70,3,2,0,3,3,2,1
61,67,17,54,2,3,0,1,1,2,1
68,71,23,81,3,1,3,2,1,2,3
64,61,18,71,3,1,3,3,2,1,2
67,88,24,71,2,1,1,1,2,1,2
68,80,24,62,1,3,3,3,1,3,2
61,64,14,62,2,3,1,2,1,1,3
66,67,27,89,3,1,1,1,3,1,3
64,64,17,74,3,1,2,2,3,1,3
67,85,25,55,1,2,3,3,1,1,1
64,64,22,52,2,3,2,3,2,1,1
72,90,31,61,3,3,0,1,1,1,3
62,61,19,74,2,2,2,3,3,1,1
63,70,18,81,3,2,2,1,1,1,1
70,96,20,57,3,3,1,1,1,1,2
69,89,18,72,3,2,3,2,2,1,3
64,63,25,54,1,2,3,2,1,2,3
66,93,10,52,1,2,2,2,3,2,3
67,80,14,93,1,2,3,1,1,2,3
71,94,14,83,3,3,4,2,3,2,1
70,84,26,89,2,3,0,1,1,2,3
69,87,30,59,1,2,2,2,1,2,2
64,69,19,72,2,3,1,1,2,2,2
70,85,20,83,3,2,3,2,2,1,3
69,78,27,77,3,1,0,2,3,2,2
60,61,21,58,1,2,1,2,1,2,1
65,65,26,74,3,1,2,1,1,2,1
67,86,23,91,2,2,0,1,1,2,1
66,83,21,75,2,1,1,2,2,1,1
68,82,26,60,1,3,3,1,3,2,2
58,61,4,71,1,3,0,1,3,3,3
67,79,24,88,1,3,0,2,1,2,2
62,76,9,79,2,2,1,1,1,2,2
69,85,23,98,1,3,2,1,3,3,1
73,91,28,69,2,3,1,2,1,3,2
66,91,19,52,3,1,2,1,1,2,1
67,81,26,82,1,2,0,2,3,2,1
71,94,30,52,2,2,1,2,1,2,2
66,76,28,60,2,2,1,1,1,2,2
74,96,30,52,3,2,0,3,2,2,3
67,70,24,59,2,3,2,1,1,1,3
68,71,20,93,3,2,2,2,3,3,1
61,62,10,87,2,2,2,1,1,3,2
65,77,15,95,1,2,4,1,1,1,3
71,69,33,83,2,3,2,2,3,2,2
61,69,19,72,2,1,1,1,1,2,3
70,96,21,53,2,3,0,1,2,2,2
70,93,23,87,2,1,2,2,1,2,2
69,82,20,69,2,3,1,2,2,1,3
70,85,30,65,3,1,2,1,1,3,1
67,79,16,64,3,2,4,1,2,2,3
63,76,21,50,1,2,2,1,3,1,1
70,97,16,87,2,2,1,3,1,2,2
61,65,12,57,2,2,1,3,1,2,3
64,77,16,76,1,3,1,1,3,1,2
65,74,20,51,2,2,2,2,2,3,1
65,80,17,81,2,2,1,2,2,2,2
66,78,16,68,2,1,3,1,3,3,3
66,81,12,82,3,3,1,2,1,1,3
63,66,20,54,1,2,2,2,3,2,3
66,81,11,63,1,3,3,2,3,2,2
64,70,25,56,2,2,0,1,1,3,3
65,67,20,82,3,1,3,1,1,2,2
62,63,11,55,3,2,3,3,3,1,3
71,91,18,81,1,3,4,3,1,3,2
63,77,15,57,2,2,1,1,2,1,2
70,85,22,97,2,3,0,2,2,3,1
70,89,28,71,2,1,2,1,2,1,2
65,87,9,56,2,2,1,2,2,2,3
66,76,19,66,2,1,2,2,2,2,3
68,75,24,95,2,1,0,2,2,3,3
68,86,21,57,3,3,1,1,1,2,1
69,80,15,90,3,2,4,2,1,2,2
71,94,18,71,2,2,3,3,2,2,3
68,67,26,94,2,3,0,2,2,2,3
67,65,20,100,2,3,2,1,1,2,2
72,85,31,53,3,2,2,1,1,2,3
68,72,20,90,3,2,2,2,1,3,2
60,61,16,53,3,2,0,3,1,1,3
68,96,11,66,2,3,2,1,1,3,2
65,69,9,82,3,2,1,3,1,3,3
67,97,10,72,1,3,0,1,3,3,2
70,89,22,78,1,2,4,3,1,1,3
70,91,23,98,2,1,0,1,1,3,1
61,68,11,91,2,2,3,1,2,1,1
68,69,25,68,3,1,2,3,2,2,3
67,81,17,80,2,3,1,1,3,3,1
62,67,21,52,2,3,3,1,1,2,1
66,72,30,73,2,1,0,3,1,2,2
69,73,25,80,3,2,3,3,1,2,3
66,66,18,86,2,3,2,2,2,2,1
64,68,15,95,2,2,0,3,2,2,1
66,92,7,64,3,2,1,1,3,3,2
63,67,16,95,2,2,2,2,1,1,2
62,61,19,83,1,3,1,2,1,1,1
65,85,14,54,2,2,1,3,3,1,1
68,99,19,69,1,3,0,3,1,1,1
65,73,20,74,3,3,1,1,1,1,1
63,65,19,68,2,3,1,1,2,1,2
68,83,16,56,3,3,3,2,1,2,1
72,96,21,78,2,3,2,3,1,1,3
69,91,23,57,3,1,2,1,1,2,3
66,85,13,96,1,2,1,1,3,1,3
68,73,28,93,1,1,2,1,2,3,2
64,82,19,74,1,1,1,2,1,2,2
61,64,20,53,2,1,1,1,1,1,3
67,87,24,78,1,2,0,1,3,3,2
68,89,21,80,2,1,0,2,3,2,2
74,99,26,94,2,2,2,2,1,3,3
67,70,22,53,2,3,3,2,1,2,3
64,61,16,85,2,3,2,2,1,2,3
69,82,22,78,1,3,3,2,1,2,2
63,88,13,59,3,2,0,1,1,2,1
67,92,21,56,2,2,0,1,1,2,2
65,68,20,85,3,2,1,2,2,2,2
67,70,19,67,2,2,5,2,3,2,3
68,81,19,100,3,2,1,1,3,2,1
62,73,9,95,2,1,3,1,3,2,1
70,94,17,78,3,2,1,1,2,2,2
67,79,21,82,1,3,1,3,1,2,1
89,92,21,58,3,3,2,3,1,2,2
65,83,14,95,3,2,1,1,1,1,2
69,91,28,73,1,2,2,2,1,2,2
64,73,15,76,2,2,2,1,1,3,3
74,93,26,94,3,1,6,3,1,2,1
64,71,23,50,2,3,0,3,1,2,3
64,82,16,75,1,3,0,1,3,2,1
67,69,31,81,2,1,2,2,2,2,1
63,79,13,58,1,1,2,2,2,3,3
68,73,26,53,3,2,3,2,1,1,2
66,71,26,77,1,2,0,2,3,1,2
68,99,16,77,1,3,0,1,1,3,2
68,66,28,67,2,3,1,3,3,2,3
69,91,18,94,2,2,3,1,1,2,2
71,99,22,65,3,1,3,1,3,2,2
65,61,22,76,1,3,1,3,2,2,3
67,88,19,59,1,2,2,2,1,2,2
65,70,25,51,2,2,1,3,2,2,1
65,62,25,71,3,2,0,1,1,2,3
80,76,10,76,2,1,1,3,3,2,1
74,97,28,88,2,2,2,2,1,3,2
59,60,10,72,2,2,3,2,1,1,3
69,84,26,64,2,2,2,3,1,1,2
66,80,27,80,2,1,0,3,1,2,2
66,95,13,69,2,2,1,1,3,2,3
65,63,18,62,3,3,2,3,1,2,3
67,87,13,96,3,2,3,1,2,1,2
69,87,19,77,3,3,3,1,1,1,2
68,87,18,60,2,1,2,2,1,3,3
73,98,25,84,2,2,1,2,3,2,2
71,93,28,90,1,3,1,1,1,2,3
67,62,28,88,3,2,0,1,3,2,3
67,79,17,80,2,2,1,3,2,1,3
66,76,19,76,3,1,0,3,3,2,2
63,72,10,89,2,1,3,2,2,2,1
65,78,15,85,3,3,1,3,1,2,1
67,75,26,79,2,1,2,3,2,2,1
69,77,30,83,2,1,1,1,2,2,3
67,99,13,58,2,2,1,1,1,2,2
66,64,16,51,3,2,4,3,2,3,2
74,97,20,97,3,3,2,2,1,1,2
66,85,15,89,1,2,0,2,2,3,1
69,93,23,69,3,1,0,2,3,1,3
63,74,17,58,2,2,1,3,2,1,2
65,77,20,68,2,1,0,2,2,2,3
64,76,23,86,1,2,1,1,2,1,3
64,75,20,67,1,2,0,2,1,3,2
69,97,17,90,1,3,2,2,1,1,1
73,93,19,84,3,3,5,1,1,2,1
62,64,19,81,2,2,1,2,1,3,1
62,64,18,97,1,1,2,2,2,1,2
68,77,18,95,2,2,0,2,3,3,3
66,64,30,86,2,2,1,2,3,1,3
68,85,23,60,1,3,2,2,2,3,3
66,66,18,97,1,3,4,2,1,2,2
69,81,24,61,1,2,3,2,3,1,3
62,60,18,69,2,2,0,2,3,2,2
68,73,27,91,1,2,2,3,2,2,2
67,87,22,60,2,2,2,2,2,1,1
65,79,19,82,1,2,1,1,1,2,2
69,99,23,73,1,2,0,1,2,2,1
67,95,11,81,2,2,2,1,1,3,3
64,74,13,98,1,1,0,2,3,3,3
62,62,13,90,1,2,3,3,3,2,2
71,94,21,65,2,2,5,3,1,1,2
72,96,30,53,2,3,0,2,1,2,2
74,93,33,98,3,3,0,2,1,1,1
66,65,24,79,1,3,1,2,3,1,2
72,100,23,59,3,1,2,2,1,2,3
65,70,9,81,3,2,1,3,3,2,2
67,89,17,52,3,2,0,1,2,3,3
70,96,15,59,2,3,2,2,1,3,2
62,69,16,82,3,2,0,1,1,2,1
66,96,19,70,1,1,0,1,1,3,3
65,72,17,66,1,2,2,3,2,2,1
70,99,8,83,1,3,2,2,3,3,3
69,71,24,93,3,3,2,2,2,1,3
70,98,14,84,2,2,3,3,1,1,2
66,62,21,73,3,3,2,3,2,2,1
73,88,32,83,2,1,1,1,3,1,3
69,81,14,85,3,2,3,2,3,1,3
66,79,5,89,3,3,3,2,2,1,2
65,69,18,65,3,2,4,2,1,2,2
70,88,27,56,2,1,2,1,3,3,2
70,68,32,84,3,3,0,2,3,2,3
67,82,13,56,3,2,2,1,3,3,2
68,70,23,73,2,3,1,1,3,3,3
68,98,17,62,2,1,1,2,2,1,2
61,61,19,67,3,2,0,1,2,2,1
70,68,36,74,2,2,2,2,1,3,1
65,70,11,95,3,3,0,1,2,3,1
66,77,22,84,1,2,3,3,1,2,3
67,69,23,59,2,2,3,3,3,2,2
69,80,27,94,1,1,3,3,1,3,1
69,95,21,75,2,3,1,1,2,2,2
67,88,22,60,2,2,1,1,1,1,2
66,83,18,76,3,1,0,2,1,2,2
63,64,22,60,1,2,1,3,1,2,2
67,88,18,68,3,2,0,2,1,1,2
64,67,24,90,3,1,0,1,2,2,2
68,91,18,83,2,1,2,1,1,2,2
65,77,20,61,2,1,2,2,1,2,2
65,74,27,64,2,1,1,1,1,3,2
70,94,20,99,1,2,0,2,2,2,1
62,65,9,67,2,3,1,3,1,2,2
68,83,28,81,3,1,0,1,1,2,2
62,66,15,75,1,3,0,3,2,1,1
68,88,16,51,2,3,0,2,2,2,3
72,96,16,97,3,2,0,2,2,2,2
70,77,28,54,3,2,1,3,3,1,3
62,80,7,83,3,2,3,2,1,1,2
79,97,39,91,3,3,2,1,1,2,3
73,81,26,87,2,3,2,3,3,2,2
68,80,21,90,3,3,1,1,2,3,1
68,83,20,87,3,2,0,3,1,1,2
69,88,22,72,2,2,2,1,1,2,2
63,64,23,95,2,1,1,1,2,3,3
74,93,24,96,2,2,5,3,3,2,1
69,77,23,72,2,2,2,3,2,2,1
61,63,21,74,2,1,0,1,1,2,1
