ExScore,Attd,HrsStd,PrevSco,ParInv,Acc2Rs,TutSes,FamInc,ParEdLev,MotLev,PerInf
66,71,18,62,Low,Medium,3,High,College,Medium,Positive
69,86,22,56,High,Medium,1,High,High School,Medium,Positive
67,84,21,97,Low,Medium,2,Low,High School,Medium,Neutral
69,66,36,58,Low,High,1,Medium,College,High,Positive
66,68,22,87,Medium,Medium,2,Medium,Postgraduate,High,Neutral
64,85,14,75,Medium,Medium,2,High,High School,High,Negative
61,65,19,57,Medium,Medium,1,Medium,High School,Low,Positive
61,71,9,89,Low,High,0,Low,High School,Medium,Negative
70,93,20,95,Medium,Medium,1,Medium,College,Low,Negative
65,73,15,56,Medium,High,1,Medium,Postgraduate,Medium,Positive
67,80,25,53,High,Low,1,Medium,College,Medium,Neutral
69,98,17,92,Low,Medium,0,High,College,Medium,Positive
63,69,19,75,Medium,Low,2,Medium,High School,Medium,Negative
66,76,16,84,Medium,Medium,1,High,High School,High,Neutral
73,84,30,72,High,Medium,3,Medium,High School,Medium,Positive
68,90,18,71,High,High,0,Low,High School,High,Neutral
74,96,31,65,High,High,0,Low,High School,High,Positive
70,97,25,78,Low,Medium,0,Medium,High School,Medium,Neutral
68,91,23,58,High,Low,0,Medium,High School,Medium,Positive
67,69,22,86,High,High,1,High,High School,Low,Positive
65,61,22,77,High,Medium,1,Medium,Postgraduate,Low,Positive
66,75,8,92,Medium,Medium,5,High,High School,Medium,Positive
64,66,18,96,High,Medium,0,Low,High School,Medium,Neutral
72,88,25,95,Medium,Medium,1,High,High School,Low,Neutral
70,86,20,80,Medium,Medium,2,Medium,College,High,Neutral
60,62,12,66,Medium,Medium,1,Low,College,Medium,Neutral
68,93,20,68,Medium,Medium,1,Low,High School,Medium,Neutral
71,70,30,83,Medium,High,1,High,Postgraduate,Medium,Neutral
68,77,27,86,Medium,Medium,1,High,High School,Low,Neutral
67,87,20,58,High,Medium,2,Low,Postgraduate,Low,Negative
70,77,26,100,Medium,Medium,1,Low,High School,Low,Positive
65,78,18,55,Medium,High,0,High,High School,High,Negative
60,63,10,80,Medium,Medium,0,Low,College,Medium,Positive
65,76,14,77,High,Low,2,High,College,Low,Positive
70,91,29,80,Medium,Medium,0,Low,High School,Low,Negative
69,97,18,77,Low,Low,4,Low,Postgraduate,Medium,Neutral
64,77,19,53,High,Low,1,Low,High School,Medium,Positive
67,77,18,100,Low,Medium,2,High,High School,Medium,Positive
73,88,31,99,Low,Medium,2,High,Postgraduate,Low,Negative
74,98,30,76,Medium,High,1,Low,College,High,Neutral
67,71,33,60,Medium,Low,0,Medium,High School,Medium,Positive
66,78,19,59,Low,High,2,High,High School,Medium,Positive
69,92,22,53,Medium,Medium,4,High,High School,Medium,Neutral
64,84,11,81,High,Medium,1,Low,High School,Low,Negative
69,64,29,74,Medium,High,0,High,Postgraduate,Medium,Positive
66,85,13,71,Low,High,1,Low,High School,Medium,Positive
65,67,21,76,High,Medium,1,Medium,High School,Medium,Neutral
67,80,13,94,Medium,Medium,1,Medium,High School,High,Positive
67,81,16,54,Medium,High,3,Medium,Postgraduate,Medium,Negative
68,95,15,77,Medium,Medium,0,Low,High School,High,Neutral
65,78,16,85,Medium,Low,4,Medium,High School,Medium,Neutral
66,71,17,99,Medium,Low,4,Medium,Postgraduate,Low,Positive
65,69,17,87,High,Medium,2,Low,College,Low,Neutral
71,95,25,77,Medium,Medium,0,Low,Postgraduate,High,Neutral
63,67,13,88,Medium,High,0,Low,College,Medium,Neutral
70,77,21,100,High,Low,2,High,College,Low,Positive
70,67,27,94,High,High,0,High,College,High,Positive
67,91,17,54,Low,Medium,3,Low,College,High,Neutral
68,79,16,79,High,Medium,2,High,High School,High,Positive
63,74,19,89,Medium,Low,0,High,High School,Medium,Neutral
70,74,27,84,Medium,High,3,High,College,Low,Negative
69,94,21,71,Medium,Medium,1,Low,Postgraduate,Low,Neutral
66,82,17,66,Medium,Medium,1,Medium,High School,Medium,Positive
70,89,23,81,Low,High,2,Low,Postgraduate,Medium,Neutral
68,96,13,71,Medium,High,1,Medium,High School,Low,Positive
70,96,24,70,Medium,Medium,0,High,High School,Medium,Negative
67,73,22,92,Low,High,0,Low,Postgraduate,Medium,Positive
64,61,15,82,High,Low,2,Medium,Postgraduate,Medium,Positive
62,75,15,94,High,Medium,1,Low,High School,Low,Negative
71,96,23,81,Medium,Medium,1,Low,Postgraduate,Medium,Positive
62,71,16,52,Medium,High,0,High,High School,Low,Neutral
66,72,23,84,Low,Medium,0,Medium,High School,High,Positive
64,84,7,100,Medium,High,3,Low,High School,Low,Negative
66,78,16,90,Low,High,3,Low,Postgraduate,Medium,Negative
72,89,20,82,High,Medium,2,High,College,Medium,Neutral
71,96,15,73,High,High,3,Medium,College,Medium,Negative
65,87,14,61,Medium,High,0,Low,High School,Medium,Neutral
65,68,16,85,Medium,Medium,1,Medium,College,Medium,Positive
70,97,22,59,Medium,High,1,Low,High School,Medium,Negative
68,71,19,94,Medium,High,1,High,High School,High,Positive
57,66,7,68,High,Low,0,Low,College,High,Negative
59,64,7,70,Medium,High,4,Low,High School,High,Neutral
64,83,16,61,Low,Low,0,Medium,College,Medium,Neutral
67,65,23,74,High,Medium,2,Medium,College,Medium,Neutral
60,66,4,84,Low,High,2,Low,Postgraduate,Low,Neutral
67,72,17,65,High,High,3,Low,Postgraduate,Low,Positive
71,84,28,81,Medium,Medium,1,Medium,College,Medium,Negative
67,93,18,69,Low,Medium,0,Low,College,Medium,Neutral
69,90,22,66,Medium,Medium,0,Low,Postgraduate,Low,Positive
68,70,21,93,High,Medium,1,Low,College,High,Neutral
59,70,7,51,Medium,Medium,0,High,High School,Medium,Neutral
75,99,25,86,High,High,3,Medium,College,Low,Positive
59,60,21,71,Medium,Medium,0,Medium,High School,Low,Negative
71,95,23,86,High,Medium,0,Medium,High School,Low,Neutral
71,68,44,75,High,Low,3,Medium,High School,Low,Negative
66,98,7,54,Medium,Medium,0,Medium,High School,High,Neutral
69,74,30,99,Medium,Low,1,High,High School,Medium,Positive
65,78,18,54,High,Medium,4,Low,College,Low,Neutral
68,88,22,58,Medium,Medium,3,Low,College,Low,Negative
68,84,20,71,High,Low,5,Low,High School,Medium,Positive
67,73,17,97,Medium,Medium,1,Medium,High School,High,Positive
68,82,17,65,High,Medium,1,Medium,High School,Medium,Positive
88,62,11,76,High,Medium,3,High,High School,High,Neutral
66,60,25,67,Medium,High,1,Medium,College,Medium,Neutral
67,78,18,85,High,Low,3,Low,College,High,Negative
63,65,13,75,Medium,High,2,Medium,High School,Low,Neutral
68,87,17,79,Medium,High,3,Low,High School,Medium,Neutral
65,69,28,61,High,Low,2,Medium,High School,Low,Positive
67,77,17,96,High,Medium,1,Low,College,Medium,Positive
67,68,22,56,High,High,3,Medium,Postgraduate,Medium,Positive
67,82,16,85,Medium,Medium,1,High,High School,Medium,Neutral
64,65,25,94,Medium,Low,1,Low,High School,Low,Positive
65,62,31,51,Medium,Medium,2,Medium,College,Medium,Neutral
70,98,19,67,Low,High,1,Medium,High School,High,Negative
67,66,24,89,Medium,High,0,Medium,College,Medium,Positive
68,88,21,86,High,Low,1,Low,High School,Medium,Positive
65,63,28,91,Medium,Medium,1,Low,High School,Medium,Positive
63,64,16,70,High,Medium,3,High,High School,Low,Negative
72,80,24,100,Medium,High,1,High,Postgraduate,Medium,Neutral
68,79,19,68,High,Medium,2,High,College,Medium,Negative
71,98,21,68,High,Medium,0,Medium,College,High,Positive
70,91,22,61,Medium,High,3,Low,Postgraduate,Medium,Neutral
68,84,19,67,High,Medium,0,Medium,Postgraduate,Low,Positive
68,78,21,60,Medium,High,3,High,High School,Medium,Negative
68,74,29,56,Medium,Medium,2,Low,Postgraduate,Low,Neutral
71,98,26,68,Low,High,1,Low,Postgraduate,Medium,Neutral
70,84,25,57,Medium,Medium,4,Medium,College,Low,Positive
67,83,17,75,High,Medium,2,Medium,High School,Medium,Positive
61,69,15,52,Low,Medium,0,High,College,Medium,Neutral
64,62,26,72,High,Low,1,Medium,College,Low,Neutral
72,98,25,98,Low,Medium,1,Medium,Postgraduate,Medium,Negative
67,73,29,68,High,Medium,1,Low,High School,Low,Positive
65,78,16,57,High,Low,1,Medium,College,High,Negative
64,65,19,65,Medium,Low,1,High,College,High,Positive
66,93,10,90,Low,Medium,0,Low,High School,Medium,Positive
62,61,18,66,Medium,Medium,1,Medium,High School,Medium,Positive
70,93,26,69,Low,Medium,2,Low,High School,Medium,Neutral
64,66,17,89,Medium,Medium,1,Medium,High School,Medium,Positive
70,95,24,63,Medium,Low,3,Low,High School,Low,Positive
66,89,19,74,Medium,Low,1,Low,High School,Medium,Positive
62,67,22,53,Low,High,0,Medium,High School,Medium,Negative
63,83,13,59,Low,Low,4,Low,High School,High,Neutral
66,73,21,60,Low,Medium,2,Medium,College,High,Positive
58,67,2,73,Medium,Medium,1,Low,College,Low,Positive
70,94,19,91,Medium,High,1,Low,High School,Medium,Negative
63,76,10,68,Medium,Low,1,High,College,Medium,Neutral
65,67,25,65,High,Medium,1,Low,High School,Medium,Negative
67,75,23,66,Medium,Low,5,Medium,High School,Medium,Neutral
73,95,29,70,High,Medium,1,Low,Postgraduate,Medium,Positive
82,75,14,95,Medium,Medium,0,Medium,College,Medium,Positive
71,98,30,51,Low,Medium,0,Low,High School,High,Positive
73,98,26,81,Medium,Medium,1,Low,Postgraduate,Low,Positive
65,66,19,94,Medium,High,1,High,High School,Low,Positive
67,67,27,71,High,Medium,1,Low,High School,Medium,Neutral
67,95,13,83,Medium,Medium,1,Low,College,Low,Neutral
69,76,15,79,High,High,4,Medium,Postgraduate,Medium,Neutral
61,60,16,67,Medium,High,0,Low,High School,Low,Neutral
64,71,17,57,Medium,Low,3,Medium,High School,Medium,Positive
64,84,14,61,Low,High,1,High,College,Low,Positive
68,92,27,53,Low,Medium,2,Low,College,Low,Negative
62,65,18,88,Medium,Low,1,Medium,College,Medium,Positive
66,64,22,77,Medium,Medium,5,Medium,High School,High,Neutral
70,97,17,89,High,Low,1,Low,College,Medium,Neutral
67,90,9,65,High,Medium,3,Medium,High School,Low,Positive
70,84,22,90,Medium,Medium,2,Medium,College,Medium,Positive
65,91,9,65,Medium,Medium,0,Medium,High School,High,Positive
65,77,20,56,Low,Medium,1,Medium,College,Medium,Positive
70,90,12,77,Medium,High,3,Medium,Postgraduate,Medium,Positive
72,75,32,97,High,Medium,1,Medium,College,High,Neutral
65,70,25,71,Medium,Medium,0,Low,College,Low,Neutral
71,89,21,76,High,High,1,Medium,High School,Medium,Positive
71,77,28,73,High,High,3,Medium,College,Low,Negative
72,99,15,73,Medium,High,1,High,Postgraduate,High,Negative
64,74,23,61,Low,Low,0,Medium,Postgraduate,Low,Positive
72,97,21,71,Medium,Medium,2,High,College,High,Neutral
71,97,22,75,Low,Medium,1,Medium,Postgraduate,Medium,Positive
66,70,28,87,Medium,Medium,0,Low,High School,Low,Neutral
71,92,24,57,High,Low,3,Medium,College,Medium,Positive
67,77,22,79,Medium,Medium,2,Medium,High School,High,Neutral
69,97,10,83,High,High,1,Low,Postgraduate,Low,Neutral
67,78,14,69,High,Medium,0,Medium,College,High,Positive
71,90,19,77,High,Medium,0,High,Postgraduate,Medium,Neutral
62,69,13,73,High,High,1,Medium,High School,Low,Positive
67,68,34,67,Medium,Medium,0,Medium,High School,High,Neutral
70,77,29,91,Medium,Low,2,Low,Postgraduate,High,Negative
72,90,24,99,High,High,0,Low,College,High,Neutral
69,84,20,61,High,High,3,Medium,High School,Medium,Neutral
70,88,19,94,Medium,High,1,Medium,High School,High,Neutral
64,71,14,77,High,High,0,Medium,High School,Medium,Negative
65,79,20,72,Medium,Medium,1,Medium,High School,Low,Negative
66,62,22,95,Medium,High,2,Medium,High School,Medium,Negative
68,93,13,96,Low,Medium,2,High,High School,High,Negative
72,100,22,64,Medium,Medium,2,Low,College,Medium,Positive
65,76,19,68,Medium,Low,2,High,High School,Medium,Positive
60,60,9,93,Medium,Low,3,Low,High School,Medium,Neutral
63,67,15,75,Medium,Medium,0,High,Postgraduate,Medium,Negative
66,86,18,64,Low,Low,3,Low,High School,Low,Positive
73,84,31,98,Low,Medium,1,Medium,Postgraduate,Low,Positive
71,92,23,61,Medium,Medium,4,Low,College,Low,Positive
59,70,12,81,Medium,Medium,1,Low,High School,Low,Negative
70,91,23,71,Medium,Low,5,Low,High School,Medium,Neutral
63,88,11,73,Medium,Low,1,Medium,College,Low,Neutral
67,73,26,55,Medium,Medium,1,Medium,Postgraduate,Medium,Positive
65,82,17,63,Low,Medium,2,Low,College,Medium,Neutral
64,66,19,58,Medium,Low,5,Medium,College,Medium,Positive
71,78,28,87,High,Medium,2,Low,Postgraduate,Low,Positive
70,95,12,85,Medium,High,2,High,College,Medium,Negative
63,77,12,90,Medium,Low,2,Medium,High School,Medium,Neutral
68,94,16,85,Low,Medium,3,Low,High School,Medium,Neutral
67,84,26,56,Medium,Medium,1,Medium,College,Medium,Negative
66,68,11,99,Medium,High,1,High,Postgraduate,Medium,Neutral
63,83,3,59,High,Low,2,Medium,High School,Low,Positive
65,80,17,68,Medium,Medium,0,Medium,College,Medium,Negative
66,76,23,85,Medium,High,2,Low,High School,Low,Positive
65,65,27,57,Medium,Medium,2,Low,Postgraduate,Medium,Negative
65,77,17,59,Low,Medium,2,Medium,High School,Medium,Neutral
63,63,18,94,High,Low,2,Medium,High School,Medium,Neutral
65,64,27,67,Medium,High,0,Low,High School,Medium,Positive
62,77,9,83,Low,High,1,Low,High School,Medium,Neutral
66,72,18,93,Medium,Medium,1,Medium,College,Medium,Positive
71,97,21,99,Medium,Low,1,High,Postgraduate,Medium,Negative
64,75,23,61,Low,Low,2,Low,High School,High,Positive
67,90,17,56,Medium,Medium,0,Medium,College,Low,Neutral
68,81,20,87,Medium,Medium,1,High,High School,Medium,Neutral
63,88,5,59,Medium,Medium,3,Low,College,Medium,Negative
64,70,16,79,Low,Medium,0,High,College,High,Negative
74,98,23,77,High,High,1,Low,Postgraduate,Medium,Neutral
68,81,14,78,Low,Medium,2,High,Postgraduate,Medium,Positive
68,93,20,82,Medium,Medium,1,Medium,High School,Low,Positive
69,75,23,93,High,High,2,Medium,Postgraduate,Medium,Neutral
61,64,18,64,Low,Medium,4,Low,High School,Medium,Negative
69,87,21,78,Low,High,1,Low,High School,High,Positive
61,60,14,67,Low,Low,3,High,High School,Low,Positive
67,79,19,66,Medium,High,3,High,High School,Low,Positive
63,68,24,51,Low,High,0,Low,High School,Medium,Neutral
68,85,21,80,Medium,Medium,3,Low,College,Medium,Positive
68,99,16,99,Medium,Medium,0,Low,College,Low,Neutral
67,79,21,88,Medium,Low,2,High,High School,Low,Neutral
69,93,24,62,Low,Medium,1,High,College,High,Negative
64,80,8,86,High,Medium,2,Low,High School,Medium,Neutral
67,80,27,65,Low,Low,1,Low,Postgraduate,Low,Positive
70,97,18,88,Medium,High,1,High,High School,Low,Neutral
72,96,23,93,Low,High,5,Low,High School,Low,Negative
71,91,27,67,Low,High,1,High,High School,Medium,Neutral
62,72,12,50,Medium,Medium,1,Low,College,High,Positive
67,82,16,65,Medium,Medium,2,Low,Postgraduate,High,Positive
64,69,18,60,Medium,High,3,Low,College,Medium,Negative
64,78,15,81,Medium,Medium,0,Medium,High School,Medium,Neutral
70,79,30,65,High,Medium,1,Low,Postgraduate,Medium,Negative
68,93,15,52,Medium,Medium,3,Low,College,Medium,Negative
70,96,17,77,Medium,Medium,1,Medium,Postgraduate,Medium,Neutral
65,77,21,94,Medium,Low,1,Medium,High School,Low,Negative
59,61,13,73,Low,Low,2,High,High School,Low,Positive
69,94,18,69,Medium,Medium,1,Medium,High School,Medium,Positive
67,67,22,59,Medium,Medium,2,Low,Postgraduate,High,Positive
68,85,18,69,Medium,High,2,Low,High School,Medium,Positive
62,61,19,67,Medium,Medium,1,Medium,College,Low,Positive
65,76,17,100,High,Medium,0,High,High School,Low,Neutral
69,99,11,52,High,Medium,0,High,College,Medium,Neutral
65,64,22,62,Medium,Medium,3,Low,Postgraduate,Medium,Neutral
68,77,31,53,High,Low,1,Medium,High School,High,Neutral
68,72,20,93,High,Low,4,Low,High School,Medium,Positive
71,96,21,71,High,Medium,3,Medium,High School,High,Negative
71,95,24,90,Medium,Low,3,Low,High School,Medium,Positive
66,70,12,85,High,Medium,1,High,Postgraduate,High,Positive
71,63,30,96,Medium,High,4,Low,Postgraduate,Medium,Positive
66,85,21,51,Medium,Medium,2,Low,College,Low,Neutral
66,73,30,60,High,Low,0,Low,High School,Medium,Positive
65,61,31,79,Medium,Medium,0,Low,High School,Medium,Positive
66,65,25,85,High,Low,2,Low,Postgraduate,Medium,Negative
67,87,23,79,Medium,Low,2,Medium,High School,Medium,Neutral
66,68,21,79,Medium,Medium,1,High,Postgraduate,Low,Negative
69,94,19,97,Medium,Medium,0,Medium,High School,Medium,Neutral
66,62,27,96,High,Low,2,Low,High School,Medium,Neutral
64,69,21,52,High,Medium,0,Low,Postgraduate,Low,Negative
70,100,8,71,High,High,0,Low,Postgraduate,Medium,Positive
62,77,13,76,Low,Medium,1,Medium,College,Low,Neutral
67,88,19,68,Low,Medium,1,Low,High School,High,Positive
60,67,22,52,Low,Medium,1,Medium,College,Medium,Negative
66,84,20,74,Low,Low,1,High,Postgraduate,Low,Neutral
72,89,27,99,Medium,Medium,0,Medium,High School,Medium,Positive
63,73,8,54,Medium,High,2,Medium,High School,Medium,Positive
69,93,21,91,Low,Low,1,High,Postgraduate,Low,Negative
66,84,9,60,High,High,1,Low,College,High,Positive
69,76,25,79,Medium,Medium,2,Medium,College,Medium,Positive
68,82,19,69,High,Medium,2,Medium,College,Low,Neutral
66,83,23,67,Medium,Low,3,Low,High School,Medium,Negative
63,67,15,94,Medium,Medium,0,High,Postgraduate,Low,Positive
70,76,28,99,Medium,Medium,1,Medium,High School,High,Neutral
68,74,26,69,Medium,Medium,2,Low,Postgraduate,Medium,Positive
68,76,24,82,Medium,Medium,2,Medium,College,Medium,Positive
67,90,19,78,Medium,Medium,1,Low,High School,Medium,Neutral
67,79,23,54,High,High,1,Low,High School,Low,Neutral
69,98,16,52,High,Low,3,Low,College,Medium,Neutral
68,72,25,89,Medium,Medium,3,Low,High School,Low,Neutral
67,77,30,70,Medium,Low,0,Medium,High School,Medium,Neutral
70,91,26,65,High,Medium,0,Medium,High School,Low,Neutral
70,82,16,99,High,High,3,Medium,Postgraduate,Low,Positive
66,82,22,54,Medium,Low,2,Medium,College,Medium,Neutral
61,62,12,63,High,High,0,Low,High School,High,Negative
68,76,23,93,Low,High,2,Low,College,Medium,Negative
64,71,23,71,Low,Medium,1,Low,Postgraduate,Low,Neutral
66,100,9,79,Low,Low,1,Low,Postgraduate,Medium,Positive
73,95,18,96,Medium,High,3,Medium,Postgraduate,Medium,Negative
66,87,18,57,Low,Low,3,High,High School,Medium,Positive
65,74,13,61,High,High,2,Low,High School,Medium,Positive
68,82,22,58,Medium,High,0,Medium,College,Medium,Negative
69,94,22,75,Medium,Medium,0,Low,High School,Low,Neutral
72,95,19,91,Low,High,1,Medium,College,High,Neutral
63,66,15,63,Medium,Medium,3,Medium,High School,Medium,Neutral
65,74,26,57,Low,Medium,0,Medium,High School,Medium,Positive
69,73,30,70,High,Medium,0,Medium,College,Low,Negative
62,62,17,99,High,Low,2,Medium,High School,Medium,Negative
66,84,16,51,Medium,High,0,Medium,Postgraduate,Low,Negative
69,94,23,75,Low,Low,3,Low,Postgraduate,Medium,Neutral
67,75,18,83,High,Medium,2,Low,Postgraduate,Medium,Positive
94,90,19,90,Medium,High,0,Low,College,Low,Neutral
71,85,24,87,Medium,Medium,2,Medium,High School,High,Neutral
61,75,9,54,Medium,Medium,2,Low,High School,Low,Positive
68,66,28,73,High,Medium,2,Low,College,Medium,Positive
66,88,20,54,Medium,Medium,0,High,High School,Low,Negative
71,94,18,81,High,High,0,High,High School,Medium,Negative
66,87,19,54,Low,Medium,3,Low,High School,Low,Positive
60,61,20,52,Low,Medium,2,Low,Postgraduate,Medium,Negative
60,69,10,65,Medium,Medium,0,Medium,High School,Low,Positive
66,63,29,97,Low,Low,3,Medium,High School,High,Negative
67,83,20,85,Medium,Low,1,High,College,Medium,Neutral
67,90,23,50,Low,Low,4,Medium,High School,Low,Neutral
64,64,26,64,Medium,Medium,2,High,High School,Medium,Negative
66,94,14,51,Medium,Medium,0,Medium,College,Medium,Neutral
68,82,23,65,High,Low,1,Medium,High School,High,Negative
70,88,18,84,High,Low,1,Medium,Postgraduate,Medium,Positive
75,99,25,88,High,Medium,3,Low,College,Medium,Positive
86,63,7,90,High,High,0,Low,High School,Medium,Positive
73,96,19,95,Medium,Medium,3,Medium,College,High,Negative
61,65,16,68,Medium,Low,1,High,High School,Medium,Neutral
68,76,23,93,High,High,0,Medium,High School,Medium,Negative
70,94,23,86,Medium,High,1,Low,College,Medium,Neutral
71,96,16,77,Medium,Medium,1,High,High School,High,Positive
71,80,16,98,High,Medium,2,Medium,Postgraduate,High,Positive
68,84,19,97,Medium,Medium,2,Medium,College,High,Neutral
70,88,15,95,High,High,2,Low,High School,Medium,Negative
70,93,25,60,Medium,Medium,1,Medium,College,Low,Positive
62,65,18,60,Medium,High,0,Medium,High School,Low,Neutral
67,92,3,95,High,Low,3,Medium,Postgraduate,High,Neutral
68,79,18,70,Medium,Medium,3,Medium,College,High,Positive
68,78,14,90,High,High,1,Medium,Postgraduate,Medium,Neutral
64,77,10,84,High,High,2,Low,High School,Low,Neutral
68,80,13,88,Medium,High,1,High,Postgraduate,Medium,Positive
69,98,21,51,Low,High,0,Medium,High School,Medium,Neutral
70,82,28,71,Medium,High,1,Medium,High School,Low,Neutral
73,98,22,93,Medium,Medium,4,Low,High School,Medium,Neutral
66,67,16,74,High,Medium,1,High,Postgraduate,Medium,Positive
68,89,23,85,Low,Medium,0,Low,Postgraduate,Low,Positive
68,92,17,88,Low,Medium,1,High,High School,High,Neutral
65,87,16,56,Low,Medium,2,Medium,Postgraduate,Low,Neutral
66,84,13,58,Medium,Medium,2,Low,Postgraduate,High,Neutral
62,83,9,86,High,Low,0,Low,College,Medium,Negative
67,94,18,53,Low,Low,3,Medium,High School,Low,Neutral
73,93,21,67,Medium,High,1,Medium,Postgraduate,High,Positive
65,65,19,96,Medium,Low,2,Medium,Postgraduate,Medium,Neutral
70,94,18,79,High,Low,2,High,High School,High,Neutral
68,77,14,96,High,Medium,3,Medium,Postgraduate,Medium,Neutral
67,70,24,65,High,Medium,3,Medium,High School,Medium,Positive
66,95,12,82,Low,Medium,2,Low,High School,High,Negative
65,77,25,64,Medium,Low,3,Low,College,Low,Neutral
66,92,14,56,High,Low,1,Medium,High School,Low,Neutral
66,71,15,100,High,High,2,Low,High School,Low,Neutral
60,60,11,59,Medium,High,2,Low,College,High,Positive
66,80,17,59,High,Low,0,High,College,Medium,Negative
68,64,26,92,High,Medium,2,Low,College,Low,Positive
72,90,23,90,Medium,Medium,3,Low,High School,Low,Positive
68,71,26,99,Low,High,1,Medium,College,Medium,Positive
67,78,23,54,Medium,Medium,0,Low,Postgraduate,High,Neutral
62,63,13,55,High,Medium,0,Medium,Postgraduate,High,Positive
66,71,18,72,Medium,Medium,0,High,College,High,Positive
69,91,15,80,High,Medium,0,Low,Postgraduate,Medium,Positive
64,66,28,52,Medium,Medium,0,Low,High School,Low,Positive
63,86,13,58,Low,Medium,0,Medium,High School,Medium,Positive
72,87,25,83,High,Medium,0,Medium,College,Medium,Positive
71,92,31,54,Medium,Medium,1,Low,College,Medium,Positive
64,64,18,97,Low,High,2,Medium,High School,Medium,Negative
65,70,24,63,High,High,0,Low,High School,Low,Neutral
75,96,34,94,Medium,Medium,1,Medium,High School,High,Negative
69,89,16,96,High,Medium,2,Medium,College,Medium,Positive
65,86,11,75,Medium,Medium,1,Medium,Postgraduate,Medium,Neutral
60,87,9,71,Low,Low,0,Low,College,Low,Neutral
69,77,24,64,Medium,Medium,2,High,High School,Medium,Positive
65,62,9,90,High,High,4,High,College,High,Neutral
67,91,18,60,Low,Medium,0,High,High School,Low,Positive
70,87,23,81,High,Low,5,Medium,High School,Low,Neutral
66,79,21,78,Medium,Low,1,Low,College,Low,Positive
69,96,23,62,Medium,Medium,0,Low,High School,Medium,Neutral
69,73,21,99,Medium,Medium,2,Medium,Postgraduate,Medium,Neutral
68,72,28,92,High,Medium,1,Medium,High School,Low,Negative
70,95,14,51,Medium,Medium,5,Medium,College,Medium,Positive
66,92,16,71,Medium,Low,2,Low,High School,High,Neutral
65,81,15,68,High,Medium,0,Medium,High School,Low,Positive
65,65,25,94,Low,Medium,1,Low,College,Medium,Negative
65,69,25,63,Low,Medium,1,High,High School,Medium,Neutral
69,86,23,100,Low,Medium,0,Low,Postgraduate,Medium,Negative
69,75,27,60,Medium,Medium,4,Medium,Postgraduate,Medium,Positive
65,93,13,62,Medium,High,0,Low,High School,Low,Neutral
76,98,30,83,High,High,1,Low,High School,High,Neutral
72,92,29,58,Medium,High,2,Medium,College,Low,Neutral
67,75,24,94,Medium,Low,2,Medium,High School,Medium,Negative
74,92,31,55,High,Medium,3,Low,High School,Medium,Positive
66,74,10,99,Medium,Medium,2,Medium,College,High,Neutral
66,67,17,94,High,High,2,Low,High School,Medium,Positive
66,61,16,92,Medium,High,4,High,High School,High,Neutral
71,75,24,70,Low,High,5,High,College,High,Negative
66,96,14,76,Medium,Low,0,Low,High School,Medium,Neutral
65,70,25,73,Low,High,1,Low,Postgraduate,High,Negative
69,68,28,99,Low,High,1,High,High School,Medium,Neutral
69,99,24,52,Medium,Low,1,Low,High School,Low,Negative
68,91,14,98,Low,Medium,0,High,High School,High,Neutral
64,61,27,70,Medium,Medium,2,Low,College,Medium,Neutral
73,97,25,82,Medium,High,1,Low,College,High,Negative
66,66,20,95,Low,High,2,High,High School,High,Neutral
67,82,17,65,Medium,High,4,Low,High School,Low,Positive
63,71,8,97,High,Medium,3,Medium,High School,Medium,Neutral
61,63,14,64,Medium,Medium,1,Low,High School,High,Neutral
71,62,31,91,Medium,Medium,4,High,High School,High,Positive
61,65,12,64,Low,Medium,1,Medium,College,Medium,Positive
62,63,21,54,Medium,Low,1,Medium,College,Low,Positive
74,90,26,91,High,High,1,High,High School,Medium,Neutral
65,79,12,73,Medium,Medium,2,Medium,High School,Medium,Neutral
64,74,21,70,Low,Low,2,Low,High School,Low,Positive
66,77,26,71,Low,Low,1,Medium,Postgraduate,Medium,Neutral
76,96,37,63,High,Medium,0,Medium,High School,Medium,Positive
67,89,10,62,Medium,Medium,4,Low,Postgraduate,Medium,Positive
71,95,26,74,Medium,High,3,Low,High School,Low,Neutral
65,73,19,52,High,Medium,1,Medium,High School,Medium,Positive
68,75,25,82,Low,Low,3,Medium,Postgraduate,Medium,Negative
68,85,23,91,Medium,Medium,1,Low,High School,Low,Neutral
67,85,16,86,High,Low,3,High,High School,Low,Neutral
64,79,21,73,Medium,Low,1,Low,High School,Medium,Neutral
60,76,9,78,Low,High,0,Medium,Postgraduate,Low,Negative
73,93,22,96,High,Medium,1,High,College,High,Positive
69,77,24,78,Medium,Medium,2,High,High School,Low,Positive
70,89,26,66,High,Medium,0,Low,College,Medium,Neutral
64,71,22,65,Medium,Medium,1,Low,College,Low,Neutral
64,64,21,83,High,Low,2,Low,High School,High,Neutral
65,74,15,79,High,Medium,0,High,College,Medium,Negative
62,76,16,59,Medium,Medium,0,Low,College,Low,Neutral
72,93,29,84,Medium,Medium,0,High,College,Medium,Neutral
64,74,19,65,Medium,Low,1,Low,High School,High,Positive
67,83,20,75,Medium,Medium,0,Medium,High School,Medium,Neutral
64,63,15,63,High,High,4,High,College,Low,Negative
61,67,27,54,Low,Medium,0,Medium,High School,Medium,Negative
72,96,24,69,Medium,High,1,Low,High School,Medium,Positive
